education_level,skill_1,skill_2,skill_3,skill_4,experience,logical_quotient_rating,coding_skills_rating,self-learning_capability?,interested_technology,interested_career_area,type_of_company,management_or_technical,suggested_job_role
Bachelor,C++,React,Cybersecurity,Networks,8,7,9,yes,data engineering,security,Service Based,Management,Systems Security Administrator
Bachelor,Networks,CSS,Node.js,Cybersecurity,1,3,5,no,Computer Architecture,cloud computing,Sales and Marketing,Technical,Systems Security Administrator
PhD,Machine Learning,CSS,C++,Java,1,9,7,yes,networks,cloud computing,Web Services,Management,Systems Security Administrator
Master,CSS,React,JavaScript,Networks,6,8,1,yes,IOT,testing,Finance,Management,Systems Security Administrator
Bachelor,React,JavaScript,Cloud Computing,Node.js,2,4,2,no,hacking,Business process analyst,product development,Management,Systems Security Administrator
Diploma,Cloud Computing,HTML,Data Analysis,Networks,3,2,1,yes,parallel computing,developer,Cloud Services,Technical,Systems Security Administrator
Diploma,Networks,Cybersecurity,HTML,C++,9,9,1,yes,IOT,security,Product based,Technical,Systems Security Administrator
Master,Data Analysis,React,HTML,Networks,5,1,4,no,cloud computing,cloud computing,product development,Technical,Systems Security Administrator
Bachelor,Cybersecurity,Java,Cloud Computing,CSS,7,8,1,no,parallel computing,security,Product based,Technical,Systems Security Administrator
Diploma,Machine Learning,Java,Cloud Computing,React,6,4,8,no,Computer Architecture,system developer,Product based,Management,Systems Security Administrator
Master,C++,HTML,Python,Data Analysis,6,8,2,no,IOT,system developer,Product based,Technical,Systems Security Administrator
Diploma,Java,HTML,JavaScript,React,1,4,6,yes,cloud computing,security,Testing and Maintainance Services,Technical,Systems Security Administrator
Diploma,HTML,Machine Learning,Java,React,9,2,3,yes,Software Engineering,security,SAaS services,Technical,Systems Security Administrator
Master,CSS,C++,Cloud Computing,Python,10,7,2,yes,parallel computing,system developer,Testing and Maintainance Services,Management,Systems Security Administrator
Master,Machine Learning,CSS,C++,Python,8,1,8,no,hacking,cloud computing,product development,Management,Systems Security Administrator
Diploma,Node.js,CSS,Cloud Computing,Data Analysis,8,2,2,yes,Management,developer,Testing and Maintainance Services,Technical,Systems Security Administrator
Master,JavaScript,Cybersecurity,Cloud Computing,Python,9,2,5,no,networks,cloud computing,Testing and Maintainance Services,Management,Systems Security Administrator
Master,CSS,C++,HTML,JavaScript,0,1,8,no,programming,developer,BPA,Management,Systems Security Administrator
Master,JavaScript,Machine Learning,Networks,SQL,7,1,8,yes,Management,developer,Sales and Marketing,Technical,Systems Security Administrator
Bachelor,HTML,C++,CSS,JavaScript,4,6,2,no,programming,system developer,Sales and Marketing,Technical,Systems Security Administrator
Bachelor,CSS,Networks,Python,C++,10,9,6,yes,hacking,Business process analyst,product development,Technical,Systems Security Administrator
Master,Node.js,SQL,Python,HTML,4,3,4,no,Computer Architecture,system developer,Cloud Services,Technical,Systems Security Administrator
Master,Machine Learning,SQL,Data Analysis,Node.js,4,8,8,no,Computer Architecture,Business process analyst,BPA,Management,Systems Security Administrator
Diploma,C++,JavaScript,HTML,Networks,2,6,4,no,data engineering,testing,Service Based,Technical,Systems Security Administrator
PhD,C++,HTML,Networks,React,3,1,6,yes,IOT,developer,Finance,Management,Systems Security Administrator
PhD,CSS,JavaScript,Cloud Computing,Java,8,7,9,no,data engineering,system developer,SAaS services,Technical,Systems Security Administrator
Bachelor,Java,C++,CSS,HTML,6,8,2,no,programming,testing,Web Services,Management,Systems Security Administrator
PhD,Python,JavaScript,SQL,Networks,4,2,8,yes,hacking,system developer,Service Based,Management,Systems Security Administrator
PhD,HTML,Cybersecurity,Cloud Computing,Python,8,5,8,yes,IOT,security,BPA,Technical,Systems Security Administrator
Diploma,Node.js,CSS,Cybersecurity,React,1,2,9,no,networks,testing,Cloud Services,Management,Systems Security Administrator
Bachelor,Cybersecurity,Data Analysis,Cloud Computing,CSS,10,5,5,no,Software Engineering,developer,Testing and Maintainance Services,Management,Systems Security Administrator
Master,Python,JavaScript,HTML,Java,3,1,8,yes,programming,testing,Product based,Technical,Systems Security Administrator
PhD,CSS,React,SQL,Java,3,7,7,yes,parallel computing,system developer,Cloud Services,Management,Systems Security Administrator
Bachelor,JavaScript,HTML,Java,CSS,10,9,6,yes,programming,system developer,Finance,Technical,Systems Security Administrator
Bachelor,Java,Networks,Cloud Computing,Cybersecurity,10+,9,7,yes,data engineering,testing,Service Based,Management,Technical Support
Diploma,Python,SQL,React,C++,0,7,5,yes,parallel computing,cloud computing,product development,Technical,Technical Support
Diploma,Node.js,CSS,Cybersecurity,C++,0,3,4,no,networks,cloud computing,Cloud Services,Technical,Technical Support
Diploma,Data Analysis,Java,Networks,HTML,9,2,8,no,parallel computing,Business process analyst,Finance,Management,Technical Support
Diploma,C++,Node.js,Python,Networks,2,3,7,no,networks,system developer,Service Based,Management,Technical Support
Bachelor,Python,CSS,Machine Learning,C++,5,6,6,no,Software Engineering,security,Finance,Technical,Technical Support
Master,Cybersecurity,Networks,Cloud Computing,C++,8,7,3,yes,Computer Architecture,system developer,SAaS services,Technical,Technical Support
Bachelor,C++,HTML,Networks,Data Analysis,9,8,9,yes,cloud computing,testing,Finance,Management,Technical Support
PhD,C++,Cybersecurity,Networks,Cloud Computing,0,7,8,yes,Software Engineering,testing,Product based,Technical,Technical Support
Master,React,Data Analysis,Node.js,CSS,6,8,1,no,networks,Business process analyst,Product based,Management,Technical Support
Master,Cybersecurity,Python,Cloud Computing,C++,2,9,4,no,hacking,Business process analyst,BPA,Technical,Technical Support
Bachelor,CSS,Data Analysis,Networks,Node.js,7,4,3,yes,Management,system developer,Cloud Services,Management,Technical Support
Bachelor,React,Node.js,Python,HTML,2,3,5,no,cloud computing,cloud computing,Product based,Technical,Technical Support
PhD,JavaScript,Java,Data Analysis,CSS,9,5,5,no,data engineering,security,Product based,Technical,Technical Support
Bachelor,Networks,CSS,C++,JavaScript,0,4,6,no,Computer Architecture,developer,Testing and Maintainance Services,Management,Technical Support
Bachelor,Node.js,Networks,HTML,React,5,5,6,yes,hacking,testing,Testing and Maintainance Services,Technical,Technical Support
Master,Java,SQL,Python,Networks,10+,9,8,no,hacking,developer,Cloud Services,Technical,Technical Support
Master,Machine Learning,Java,Node.js,HTML,5,7,4,yes,parallel computing,testing,Web Services,Management,Technical Support
Bachelor,Cybersecurity,Data Analysis,JavaScript,Cloud Computing,5,3,5,no,IOT,cloud computing,Cloud Services,Management,Technical Support
PhD,Java,C++,Cybersecurity,React,5,4,5,yes,hacking,testing,product development,Management,Technical Support
Bachelor,Python,Java,CSS,JavaScript,8,2,1,no,programming,system developer,Testing and Maintainance Services,Management,Technical Support
Master,C++,Java,HTML,JavaScript,9,8,5,yes,programming,cloud computing,Sales and Marketing,Management,Technical Support
Master,Data Analysis,C++,Cybersecurity,React,4,8,8,no,data engineering,developer,SAaS services,Technical,Technical Support
Master,Java,Python,HTML,C++,5,4,9,no,programming,system developer,Finance,Management,Technical Support
Diploma,Cybersecurity,HTML,JavaScript,Cloud Computing,10+,6,9,yes,Management,testing,product development,Technical,Technical Support
Diploma,Cloud Computing,CSS,Node.js,Machine Learning,0,5,9,no,hacking,testing,Web Services,Technical,Technical Support
Diploma,C++,CSS,Node.js,Data Analysis,5,3,7,yes,data engineering,Business process analyst,Web Services,Technical,Technical Support
Bachelor,Node.js,Machine Learning,Java,Python,2,4,4,no,Management,cloud computing,Web Services,Technical,Technical Support
PhD,CSS,React,Java,Cybersecurity,5,9,3,yes,parallel computing,developer,Service Based,Technical,Technical Support
Master,React,Cybersecurity,JavaScript,Node.js,3,5,1,yes,cloud computing,cloud computing,product development,Technical,Technical Support
Bachelor,Python,Data Analysis,Machine Learning,React,2,7,1,no,cloud computing,security,Sales and Marketing,Management,Technical Support
Master,JavaScript,C++,Java,CSS,9,7,9,no,programming,Business process analyst,BPA,Management,Technical Support
Master,JavaScript,C++,Machine Learning,Networks,9,5,8,no,data engineering,system developer,Product based,Technical,Technical Support
PhD,Cybersecurity,Node.js,Python,Java,10+,3,9,yes,Computer Architecture,cloud computing,Service Based,Technical,Technical Support
Bachelor,React,CSS,Networks,Node.js,4,5,7,no,networks,testing,product development,Technical,Technical Support
Master,React,Java,Node.js,Cloud Computing,10,1,9,yes,IOT,security,Cloud Services,Management,Technical Support
Bachelor,Java,Data Analysis,C++,Python,1,7,2,no,Software Engineering,testing,Cloud Services,Technical,Technical Support
Bachelor,JavaScript,Java,Python,HTML,5,6,9,yes,programming,Business process analyst,Service Based,Management,Technical Support
Bachelor,Cloud Computing,Data Analysis,C++,Python,4,5,5,yes,networks,Business process analyst,Finance,Management,Technical Support
Bachelor,Cloud Computing,C++,Java,React,6,9,7,yes,data engineering,testing,Sales and Marketing,Management,Technical Support
Bachelor,React,Node.js,Cloud Computing,Machine Learning,4,8,5,yes,IOT,security,Testing and Maintainance Services,Technical,Technical Support
Master,Python,CSS,Cloud Computing,JavaScript,9,1,7,no,Management,developer,Web Services,Technical,Technical Support
Diploma,Networks,Cybersecurity,HTML,CSS,8,2,7,yes,Management,cloud computing,Cloud Services,Technical,Technical Support
Bachelor,Cloud Computing,Cybersecurity,Java,Node.js,0,6,5,no,IOT,testing,SAaS services,Management,Technical Support
Bachelor,SQL,Cloud Computing,Cybersecurity,CSS,8,3,3,yes,hacking,developer,Service Based,Management,Technical Support
Bachelor,Python,SQL,Networks,Machine Learning,4,7,9,yes,Computer Architecture,system developer,SAaS services,Management,Technical Support
Bachelor,Node.js,Machine Learning,HTML,CSS,9,8,5,yes,Management,security,Testing and Maintainance Services,Management,Technical Support
PhD,Machine Learning,Networks,HTML,Node.js,5,2,2,no,Management,cloud computing,SAaS services,Technical,Technical Support
Bachelor,Cloud Computing,React,CSS,JavaScript,3,9,5,yes,data engineering,system developer,Testing and Maintainance Services,Technical,Technical Support
PhD,Node.js,Cloud Computing,HTML,React,8,4,1,no,Software Engineering,testing,Sales and Marketing,Management,Technical Support
Bachelor,JavaScript,SQL,Machine Learning,Python,2,4,6,yes,IOT,developer,SAaS services,Technical,Technical Support
Diploma,CSS,Cloud Computing,C++,Node.js,5,7,1,yes,parallel computing,Business process analyst,Service Based,Management,Technical Support
PhD,HTML,Java,SQL,Data Analysis,0,6,9,yes,Computer Architecture,testing,Finance,Technical,Technical Support
Master,HTML,SQL,C++,Cybersecurity,0,3,5,no,hacking,security,Finance,Technical,Technical Support
Diploma,Machine Learning,Node.js,React,Cybersecurity,2,5,9,no,networks,security,BPA,Technical,Technical Support
Diploma,CSS,Node.js,Data Analysis,Machine Learning,3,9,4,yes,parallel computing,system developer,Cloud Services,Technical,Technical Support
Master,Java,JavaScript,Cloud Computing,C++,4,5,3,yes,Management,cloud computing,Cloud Services,Management,Technical Support
PhD,Python,CSS,JavaScript,Cloud Computing,10,5,9,yes,data engineering,cloud computing,Testing and Maintainance Services,Technical,Technical Support
Bachelor,Machine Learning,Data Analysis,Cloud Computing,Networks,2,6,3,no,data engineering,testing,Web Services,Management,Technical Support
Bachelor,Cybersecurity,Networks,HTML,React,3,4,6,yes,hacking,security,Product based,Management,Technical Support
PhD,HTML,Python,SQL,Machine Learning,3,7,4,yes,parallel computing,system developer,Service Based,Technical,Technical Support
Bachelor,React,Java,SQL,CSS,7,3,9,no,data engineering,testing,Cloud Services,Management,Technical Support
PhD,Cloud Computing,React,Data Analysis,JavaScript,10,5,5,no,hacking,cloud computing,Service Based,Technical,Technical Support
Master,Machine Learning,Node.js,Java,HTML,9,9,9,yes,IOT,testing,Cloud Services,Technical,Technical Support
Master,React,Node.js,Python,Data Analysis,10+,7,2,yes,networks,system developer,Service Based,Technical,Technical Support
Master,CSS,C++,SQL,Cybersecurity,1,4,1,yes,cloud computing,cloud computing,BPA,Technical,Technical Support
Master,C++,HTML,Python,JavaScript,10,9,6,no,programming,system developer,Testing and Maintainance Services,Technical,Technical Support
Bachelor,Node.js,SQL,React,C++,6,3,5,no,cloud computing,testing,product development,Technical,Technical Support
Bachelor,JavaScript,Networks,Python,Data Analysis,6,9,7,yes,Management,testing,Sales and Marketing,Management,Technical Support
PhD,Node.js,Python,Cloud Computing,Data Analysis,2,2,4,yes,IOT,Business process analyst,Testing and Maintainance Services,Technical,Technical Support
Diploma,Cloud Computing,Cybersecurity,Node.js,Machine Learning,9,4,7,no,hacking,Business process analyst,Web Services,Management,Technical Support
PhD,Cybersecurity,Machine Learning,Networks,Data Analysis,9,8,1,yes,Management,developer,product development,Management,Technical Support
PhD,Cybersecurity,CSS,JavaScript,Python,9,6,4,no,Management,Business process analyst,Web Services,Management,Technical Support
Master,C++,Java,HTML,Python,5,8,2,yes,programming,developer,Testing and Maintainance Services,Management,Technical Support
Diploma,HTML,Machine Learning,Python,Java,3,4,2,no,parallel computing,testing,Cloud Services,Technical,Technical Support
PhD,Machine Learning,SQL,JavaScript,Java,3,8,3,yes,Management,Business process analyst,Service Based,Management,Technical Support
PhD,Python,Cybersecurity,SQL,HTML,4,3,4,no,data engineering,testing,Testing and Maintainance Services,Technical,Technical Support
PhD,Machine Learning,Node.js,SQL,Data Analysis,10,3,1,no,hacking,security,Cloud Services,Management,Technical Support
Master,React,Node.js,Cybersecurity,Machine Learning,3,1,9,no,Management,developer,Finance,Technical,Technical Support
Bachelor,HTML,C++,JavaScript,CSS,7,1,2,yes,programming,Business process analyst,Sales and Marketing,Technical,Technical Support
PhD,Python,Machine Learning,React,C++,10,2,5,no,parallel computing,developer,Cloud Services,Management,Technical Support
Master,CSS,Machine Learning,SQL,Java,10+,8,6,yes,parallel computing,security,SAaS services,Technical,Technical Support
Diploma,Node.js,Machine Learning,Python,Cybersecurity,3,5,9,yes,Computer Architecture,cloud computing,product development,Management,Technical Support
Master,Machine Learning,Data Analysis,CSS,Networks,7,6,4,no,networks,developer,Service Based,Management,Technical Support
Diploma,Node.js,Networks,Cybersecurity,Machine Learning,4,5,1,yes,networks,testing,Cloud Services,Technical,Technical Support
PhD,CSS,Data Analysis,Node.js,React,10,4,4,no,hacking,developer,Product based,Technical,Technical Support
Bachelor,Networks,SQL,HTML,Cloud Computing,10,9,4,yes,networks,developer,Cloud Services,Technical,Technical Support
Diploma,Cybersecurity,CSS,SQL,Java,0,7,8,no,Management,developer,Finance,Management,Technical Support
Bachelor,Machine Learning,Python,CSS,Cybersecurity,6,1,2,yes,IOT,system developer,Service Based,Technical,Technical Support
Bachelor,CSS,Java,HTML,Cloud Computing,3,4,4,yes,IOT,cloud computing,Web Services,Technical,Technical Support
Bachelor,Java,Python,C++,HTML,0,9,8,yes,programming,system developer,BPA,Management,Technical Support
Master,HTML,JavaScript,Java,CSS,1,5,8,no,cloud computing,cloud computing,Sales and Marketing,Technical,Technical Support
Bachelor,Networks,CSS,HTML,SQL,4,9,6,yes,parallel computing,testing,Cloud Services,Management,Technical Support
Master,CSS,Java,Cybersecurity,SQL,5,9,4,no,data engineering,system developer,Web Services,Management,Technical Support
Master,Python,HTML,JavaScript,Java,4,6,2,yes,programming,security,Product based,Technical,Technical Support
PhD,Java,Cloud Computing,Machine Learning,Networks,10+,5,3,yes,parallel computing,security,Cloud Services,Technical,Technical Support
Bachelor,Node.js,Machine Learning,Data Analysis,Cybersecurity,8,7,2,no,IOT,system developer,Web Services,Technical,Technical Support
Master,Cloud Computing,Java,Node.js,C++,3,4,8,yes,Computer Architecture,system developer,SAaS services,Technical,Technical Support
Bachelor,JavaScript,Java,CSS,Cloud Computing,6,1,6,no,parallel computing,security,product development,Technical,Technical Support
PhD,Cybersecurity,Python,Data Analysis,CSS,8,5,1,yes,hacking,security,Web Services,Management,Technical Support
Master,Node.js,Networks,CSS,Data Analysis,0,7,2,yes,IOT,testing,Testing and Maintainance Services,Management,Technical Support
PhD,SQL,Python,Networks,JavaScript,4,2,8,no,parallel computing,security,Cloud Services,Management,Technical Support
PhD,C++,Cybersecurity,Node.js,JavaScript,0,2,7,yes,data engineering,testing,BPA,Technical,Technical Support
Bachelor,Java,Cybersecurity,Data Analysis,Networks,2,3,7,no,Computer Architecture,security,Web Services,Technical,Technical Support
Bachelor,Cloud Computing,HTML,JavaScript,Node.js,10,9,3,yes,Software Engineering,Business process analyst,BPA,Management,Technical Support
Bachelor,CSS,JavaScript,React,SQL,10+,5,9,yes,IOT,developer,Cloud Services,Management,Technical Support
PhD,CSS,Python,Java,SQL,3,7,3,no,IOT,testing,Testing and Maintainance Services,Management,Technical Support
PhD,Networks,HTML,Cloud Computing,Node.js,9,5,3,no,hacking,Business process analyst,Service Based,Management,Technical Support
Master,HTML,CSS,Cybersecurity,C++,5,2,7,yes,IOT,developer,Finance,Technical,Technical Support
Bachelor,Java,CSS,Data Analysis,Cybersecurity,4,9,1,no,networks,cloud computing,Sales and Marketing,Technical,Technical Support
Diploma,Machine Learning,Data Analysis,Networks,JavaScript,2,7,3,yes,hacking,testing,product development,Management,Technical Support
Diploma,HTML,Data Analysis,Python,Java,3,9,6,yes,data engineering,security,product development,Technical,Technical Support
Bachelor,Cybersecurity,Networks,Java,HTML,6,4,1,yes,data engineering,security,Sales and Marketing,Management,Technical Support
Diploma,Data Analysis,Cybersecurity,CSS,Java,10,7,3,no,IOT,security,BPA,Technical,Technical Support
Master,HTML,Data Analysis,C++,Machine Learning,6,3,6,yes,IOT,system developer,Product based,Management,Technical Support
Diploma,Python,React,HTML,Networks,2,4,4,no,Software Engineering,system developer,Finance,Technical,Technical Support
Bachelor,Cloud Computing,Cybersecurity,JavaScript,Java,0,2,4,no,cloud computing,security,Web Services,Management,Technical Support
PhD,JavaScript,Python,Machine Learning,C++,9,8,7,no,Computer Architecture,security,Service Based,Management,Technical Support
Diploma,SQL,Cybersecurity,Machine Learning,Data Analysis,4,4,5,yes,cloud computing,testing,product development,Management,Technical Support
PhD,C++,Cloud Computing,Data Analysis,Node.js,6,7,7,yes,cloud computing,developer,SAaS services,Management,Technical Support
Bachelor,SQL,Cybersecurity,Cloud Computing,Networks,10,1,3,no,Software Engineering,cloud computing,Service Based,Management,Technical Support
Diploma,Networks,React,Java,Data Analysis,5,1,7,yes,IOT,cloud computing,Cloud Services,Management,Technical Support
Diploma,JavaScript,Cybersecurity,SQL,C++,3,3,9,no,data engineering,cloud computing,SAaS services,Management,Technical Support
Diploma,Python,Cybersecurity,Machine Learning,Networks,7,9,7,no,Management,Business process analyst,Finance,Management,Technical Support
Bachelor,CSS,Java,JavaScript,C++,1,2,1,no,programming,security,SAaS services,Technical,Technical Support
Bachelor,Networks,Cybersecurity,SQL,Python,4,9,3,no,Software Engineering,developer,SAaS services,Management,Technical Support
Master,Python,React,Node.js,Java,7,6,6,yes,networks,security,Sales and Marketing,Technical,Technical Support
Master,Python,Networks,React,Java,4,3,3,yes,data engineering,testing,Testing and Maintainance Services,Management,Technical Support
PhD,Java,React,Cloud Computing,JavaScript,3,7,4,yes,Computer Architecture,cloud computing,product development,Technical,Technical Support
PhD,Data Analysis,Networks,Machine Learning,HTML,5,8,4,yes,hacking,testing,SAaS services,Technical,Technical Support
Master,Java,CSS,JavaScript,Python,10,5,7,no,programming,security,BPA,Technical,Technical Support
Bachelor,Cloud Computing,Machine Learning,HTML,CSS,8,6,1,no,IOT,testing,BPA,Management,Technical Support
PhD,Machine Learning,HTML,JavaScript,Node.js,1,5,5,yes,Software Engineering,cloud computing,Cloud Services,Technical,Technical Support
Diploma,C++,Networks,Node.js,Java,2,1,8,no,cloud computing,Business process analyst,SAaS services,Management,Technical Support
Bachelor,Python,CSS,C++,SQL,0,3,7,yes,IOT,testing,Testing and Maintainance Services,Technical,Technical Support
Diploma,HTML,JavaScript,Data Analysis,Node.js,0,8,9,no,Management,security,Product based,Technical,Technical Support
Bachelor,Networks,Java,C++,SQL,8,6,2,yes,hacking,security,Product based,Management,Technical Support
Bachelor,Python,C++,Cloud Computing,React,6,5,2,no,Software Engineering,Business process analyst,Cloud Services,Technical,Technical Support
Diploma,Machine Learning,CSS,React,SQL,0,5,2,no,networks,system developer,product development,Technical,Technical Support
Diploma,React,JavaScript,SQL,Node.js,4,2,9,no,hacking,developer,Service Based,Management,Technical Support
Bachelor,C++,CSS,Cloud Computing,Machine Learning,3,2,1,no,Management,security,Web Services,Management,Technical Support
Diploma,Machine Learning,Python,CSS,C++,6,2,7,no,IOT,Business process analyst,Finance,Technical,Technical Support
Master,Python,Java,CSS,HTML,9,4,6,no,programming,testing,Product based,Management,Technical Support
Bachelor,Networks,C++,JavaScript,SQL,6,7,1,no,cloud computing,testing,Testing and Maintainance Services,Technical,Technical Support
Diploma,Python,Data Analysis,HTML,C++,6,1,2,yes,cloud computing,developer,Sales and Marketing,Technical,Technical Support
Master,Cloud Computing,Python,Java,SQL,4,5,4,no,networks,cloud computing,Web Services,Management,Technical Support
Diploma,JavaScript,Machine Learning,Data Analysis,Node.js,7,7,5,no,cloud computing,Business process analyst,BPA,Technical,Technical Support
Bachelor,Java,CSS,SQL,Networks,6,6,1,yes,Computer Architecture,system developer,BPA,Technical,Technical Support
Master,Python,HTML,CSS,C++,7,2,2,yes,programming,Business process analyst,Service Based,Technical,Technical Support
Bachelor,CSS,HTML,C++,Python,10,5,5,no,programming,system developer,Web Services,Management,Technical Support
Master,Node.js,JavaScript,Networks,Cybersecurity,10,1,5,no,cloud computing,security,SAaS services,Management,Technical Support
Bachelor,Java,Data Analysis,Cloud Computing,Node.js,10+,8,3,yes,Software Engineering,Business process analyst,BPA,Management,Technical Support
Master,Networks,JavaScript,C++,CSS,4,1,8,yes,Software Engineering,security,SAaS services,Technical,Technical Support
PhD,Node.js,HTML,Machine Learning,Data Analysis,1,8,8,no,cloud computing,developer,product development,Management,Technical Support
PhD,C++,JavaScript,Cybersecurity,Networks,4,1,7,yes,Software Engineering,cloud computing,Web Services,Technical,Technical Support
Diploma,Java,CSS,Machine Learning,Networks,7,8,4,yes,cloud computing,security,Service Based,Management,Technical Support
PhD,Machine Learning,HTML,Python,Java,10,2,7,yes,networks,security,Web Services,Management,Technical Support
Diploma,SQL,Cybersecurity,Networks,Node.js,5,2,1,no,data engineering,security,SAaS services,Management,Technical Support
Bachelor,Machine Learning,React,Data Analysis,Python,1,2,4,no,IOT,Business process analyst,Web Services,Management,Technical Support
PhD,Networks,Machine Learning,C++,HTML,10,9,1,yes,cloud computing,system developer,Testing and Maintainance Services,Technical,Technical Support
Diploma,React,Cybersecurity,Networks,CSS,7,9,9,yes,Computer Architecture,security,Web Services,Technical,Technical Support
PhD,Java,Node.js,Machine Learning,SQL,1,6,1,no,Computer Architecture,system developer,Service Based,Technical,Technical Support
Diploma,HTML,Cybersecurity,Data Analysis,CSS,4,7,4,yes,Management,testing,Finance,Technical,Technical Support
Diploma,Cloud Computing,CSS,SQL,JavaScript,0,8,9,yes,hacking,developer,Finance,Management,Technical Support
Diploma,C++,React,CSS,Cybersecurity,5,1,4,yes,data engineering,cloud computing,Web Services,Technical,Technical Support
Diploma,Java,Cybersecurity,Node.js,HTML,10,4,6,no,Management,cloud computing,Service Based,Technical,Technical Support
Master,JavaScript,HTML,Cloud Computing,Java,4,9,4,no,data engineering,cloud computing,Product based,Technical,Technical Support
Diploma,Cybersecurity,Machine Learning,Data Analysis,Node.js,2,1,4,no,parallel computing,developer,Sales and Marketing,Management,Technical Support
Bachelor,React,CSS,Java,HTML,9,3,5,yes,networks,Business process analyst,Service Based,Technical,Technical Support
Bachelor,Data Analysis,JavaScript,HTML,Cybersecurity,9,2,3,yes,Management,cloud computing,BPA,Management,Technical Support
Diploma,Machine Learning,Python,Node.js,React,3,7,7,no,IOT,cloud computing,Finance,Technical,Technical Support
Master,Machine Learning,CSS,HTML,Node.js,7,5,6,no,Computer Architecture,developer,Cloud Services,Technical,Technical Support
Diploma,SQL,Python,C++,Data Analysis,1,3,3,yes,Computer Architecture,testing,Service Based,Management,Technical Support
Diploma,SQL,Node.js,Python,CSS,9,4,5,no,Computer Architecture,testing,Testing and Maintainance Services,Management,Technical Support
Master,Cybersecurity,Java,SQL,Networks,2,5,8,yes,cloud computing,security,Web Services,Management,Technical Support
Master,Cloud Computing,Networks,JavaScript,React,5,6,2,yes,hacking,security,Web Services,Management,Technical Support
PhD,CSS,React,Networks,HTML,10,2,6,no,parallel computing,system developer,SAaS services,Technical,Technical Support
PhD,SQL,Cloud Computing,Cybersecurity,Machine Learning,7,3,1,no,networks,testing,Finance,Management,Technical Support
Master,Machine Learning,Cloud Computing,Networks,C++,8,4,5,yes,IOT,testing,Testing and Maintainance Services,Technical,Technical Support
PhD,JavaScript,Networks,Cloud Computing,Python,8,9,5,no,Software Engineering,system developer,Cloud Services,Management,Technical Support
PhD,HTML,C++,Node.js,Data Analysis,3,5,4,yes,data engineering,system developer,Product based,Technical,Technical Support
Bachelor,Networks,Data Analysis,SQL,C++,10+,5,1,no,cloud computing,system developer,Testing and Maintainance Services,Technical,Technical Support
Bachelor,JavaScript,Cloud Computing,Networks,Java,10,9,5,yes,cloud computing,cloud computing,product development,Technical,Technical Support
Bachelor,Data Analysis,HTML,Networks,CSS,9,4,6,no,Computer Architecture,cloud computing,Product based,Technical,Technical Support
Bachelor,JavaScript,Python,HTML,Java,8,2,4,yes,Software Engineering,security,Sales and Marketing,Management,Technical Support
Diploma,Java,Data Analysis,Cybersecurity,Node.js,10,7,7,yes,cloud computing,developer,Web Services,Technical,Technical Support
PhD,JavaScript,Java,Data Analysis,C++,1,5,7,no,data engineering,system developer,Service Based,Management,Technical Support
Diploma,Machine Learning,Cloud Computing,Java,CSS,4,4,8,no,hacking,security,Finance,Technical,Technical Support
Master,JavaScript,Cloud Computing,HTML,Node.js,4,2,8,yes,Computer Architecture,developer,Testing and Maintainance Services,Management,Technical Support
PhD,React,HTML,Data Analysis,Java,4,4,3,no,parallel computing,Business process analyst,Sales and Marketing,Technical,Technical Support
PhD,React,Node.js,Cybersecurity,C++,1,8,6,yes,parallel computing,testing,BPA,Management,Technical Support
Diploma,C++,Node.js,Networks,Cloud Computing,2,3,9,no,parallel computing,developer,product development,Technical,Technical Support
PhD,CSS,JavaScript,Node.js,SQL,7,9,2,yes,cloud computing,testing,Testing and Maintainance Services,Management,Technical Support
Master,Cloud Computing,Node.js,Cybersecurity,HTML,2,1,3,yes,cloud computing,developer,Finance,Technical,Technical Support
Diploma,Cybersecurity,React,Data Analysis,Python,1,3,8,yes,data engineering,security,Cloud Services,Management,Technical Support
Master,SQL,Python,C++,JavaScript,3,8,6,yes,parallel computing,developer,Testing and Maintainance Services,Technical,Technical Support
Bachelor,SQL,Data Analysis,Networks,C++,3,6,5,no,data engineering,developer,product development,Technical,Technical Support
Bachelor,Networks,Node.js,Cybersecurity,Cloud Computing,4,7,4,no,networks,cloud computing,Sales and Marketing,Management,Technical Support
Master,Java,React,JavaScript,SQL,6,1,6,yes,data engineering,Business process analyst,BPA,Management,Technical Support
Diploma,React,Data Analysis,Machine Learning,JavaScript,6,8,8,no,parallel computing,developer,Web Services,Technical,Technical Support
Bachelor,SQL,C++,Node.js,React,0,9,6,yes,Management,security,Cloud Services,Technical,Technical Support
Master,Python,C++,Data Analysis,Java,10,4,3,yes,data engineering,Business process analyst,SAaS services,Technical,Technical Support
PhD,C++,Data Analysis,Machine Learning,React,2,7,6,yes,Software Engineering,Business process analyst,Web Services,Technical,Technical Support
PhD,CSS,Python,SQL,JavaScript,0,1,1,no,networks,security,Testing and Maintainance Services,Management,Technical Support
Master,CSS,Cloud Computing,Networks,JavaScript,0,5,7,no,Software Engineering,developer,Web Services,Management,Technical Support
Bachelor,Machine Learning,Cybersecurity,Cloud Computing,C++,9,8,9,no,Management,system developer,Finance,Management,Technical Support
Diploma,Data Analysis,CSS,HTML,JavaScript,10,8,6,no,networks,security,product development,Technical,Technical Support
Bachelor,Cloud Computing,SQL,Data Analysis,Java,7,1,6,no,data engineering,developer,Sales and Marketing,Technical,Technical Support
